timestamp,building_energy_consumption_kwh
2024-09-25 00:00:00,4.9966543499414975
2024-09-25 00:10:00,5.345859548475758
2024-09-25 00:20:00,5.428625519862568
2024-09-25 00:30:00,7.965427155110719
2024-09-25 00:40:00,5.677612131886374
2024-09-25 00:50:00,5.636857593006725
2024-09-25 01:00:00,7.898323762755473
2024-09-25 01:10:00,5.864138445205155
2024-09-25 01:20:00,7.835897486056724
2024-09-25 01:30:00,4.562339407634814
2024-09-25 01:40:00,5.181105291847212
2024-09-25 01:50:00,5.051970368896261
2024-09-25 02:00:00,3.27613147849233
2024-09-25 02:10:00,7.0441485151866425
2024-09-25 02:20:00,4.860178063202559
2024-09-25 02:30:00,4.719454490755298
2024-09-25 02:40:00,4.0967299199028435
2024-09-25 02:50:00,7.407425287521522
2024-09-25 03:00:00,5.750243855253329
2024-09-25 03:10:00,5.328013578430371
2024-09-25 03:20:00,4.485958228051535
2024-09-25 03:30:00,6.372043323415232
2024-09-25 03:40:00,4.302634242827364
2024-09-25 03:50:00,4.591618717215801
2024-09-25 04:00:00,3.133485929471891
2024-09-25 04:10:00,7.201904011423424
2024-09-25 04:20:00,5.934539742470621
2024-09-25 04:30:00,6.468798895152938
2024-09-25 04:40:00,7.683967480226594
2024-09-25 04:50:00,3.2948432966453836
2024-09-25 05:00:00,6.522310581842751
2024-09-25 05:10:00,4.47176429580974
2024-09-25 05:20:00,7.320829010636287
2024-09-25 05:30:00,7.021500147839215
2024-09-25 05:40:00,4.541620119604991
2024-09-25 05:50:00,3.016816385890022
2024-09-25 06:00:00,8.8649751680433
2024-09-25 06:10:00,7.149078170377015
2024-09-25 06:20:00,5.682052847494978
2024-09-25 06:30:00,8.361657392102412
2024-09-25 06:40:00,8.649924893968958
2024-09-25 06:50:00,6.885759706799257
2024-09-25 07:00:00,9.131643771746647
2024-09-25 07:10:00,6.309634600330503
2024-09-25 07:20:00,8.094689717363849
2024-09-25 07:30:00,8.090616525700622
2024-09-25 07:40:00,9.539115094492097
2024-09-25 07:50:00,7.407084010604798
2024-09-25 08:00:00,9.738958553375964
2024-09-25 08:10:00,9.833551940061843
2024-09-25 08:20:00,6.535216701927965
2024-09-25 08:30:00,7.538937391722641
2024-09-25 08:40:00,5.250776456247158
2024-09-25 08:50:00,7.494096103028259
2024-09-25 09:00:00,5.531438579553117
2024-09-25 09:10:00,8.295287230924469
2024-09-25 09:20:00,8.6881233372541
2024-09-25 09:30:00,9.013108443392044
2024-09-25 09:40:00,5.333358887996269
2024-09-25 09:50:00,5.142657548841988
2024-09-25 10:00:00,24.435961178276184
2024-09-25 10:10:00,19.362003570896142
2024-09-25 10:20:00,19.6303863456868
2024-09-25 10:30:00,19.041803455711086
2024-09-25 10:40:00,16.710133794204747
2024-09-25 10:50:00,21.944568522107925
2024-09-25 11:00:00,20.443525785725097
2024-09-25 11:10:00,23.45651054574303
2024-09-25 11:20:00,20.230094437466192
2024-09-25 11:30:00,22.560872163361463
2024-09-25 11:40:00,16.954031437061968
2024-09-25 11:50:00,22.448948389779638
2024-09-25 12:00:00,21.154616013327527
2024-09-25 12:10:00,22.773887036590025
2024-09-25 12:20:00,18.96598194112162
2024-09-25 12:30:00,20.80041488174853
2024-09-25 12:40:00,20.318758643987294
2024-09-25 12:50:00,17.561825147568257
2024-09-25 13:00:00,15.800748971263381
2024-09-25 13:10:00,23.502832407621618
2024-09-25 13:20:00,21.500608270336333
2024-09-25 13:30:00,15.807240966622022
2024-09-25 13:40:00,15.944572099884752
2024-09-25 13:50:00,18.366508778388983
2024-09-25 14:00:00,11.550210154107337
2024-09-25 14:10:00,11.579782740026761
2024-09-25 14:20:00,14.725153303774254
2024-09-25 14:30:00,13.957288472528933
2024-09-25 14:40:00,13.174716576982574
2024-09-25 14:50:00,10.613977991631922
2024-09-25 15:00:00,12.46695426689984
2024-09-25 15:10:00,13.110096363461825
2024-09-25 15:20:00,11.682369425635432
2024-09-25 15:30:00,13.636497271854163
2024-09-25 15:40:00,13.355409317063138
2024-09-25 15:50:00,12.110239318737552
2024-09-25 16:00:00,12.691584385765616
2024-09-25 16:10:00,11.93619339695425
2024-09-25 16:20:00,12.301509229598114
2024-09-25 16:30:00,14.902524574464646
2024-09-25 16:40:00,11.938944525802368
2024-09-25 16:50:00,10.917075446162496
2024-09-25 17:00:00,10.466999942682564
2024-09-25 17:10:00,10.723052335653913
2024-09-25 17:20:00,12.433402232449204
2024-09-25 17:30:00,11.857164812773123
2024-09-25 17:40:00,10.859156014530743
2024-09-25 17:50:00,13.004002246292284
2024-09-25 18:00:00,22.211138480511526
2024-09-25 18:10:00,26.36319769551566
2024-09-25 18:20:00,26.941391983461767
2024-09-25 18:30:00,20.00236784468865
2024-09-25 18:40:00,23.572076698671633
2024-09-25 18:50:00,23.354148020672277
2024-09-25 19:00:00,29.922583640646025
2024-09-25 19:10:00,23.85948106273154
2024-09-25 19:20:00,23.265074306831664
2024-09-25 19:30:00,27.65418488589402
2024-09-25 19:40:00,25.598327396260895
2024-09-25 19:50:00,27.903971413467175
2024-09-25 20:00:00,28.15523129483843
