timestamp,outside_weather_degree_celcius
2024-09-25 00:00:00,20.287907993012496
2024-09-25 00:10:00,21.92587303690772
2024-09-25 00:20:00,24.685374132256463
2024-09-25 00:30:00,22.018723787621305
2024-09-25 00:40:00,21.976907169606054
2024-09-25 00:50:00,21.145116778898633
2024-09-25 01:00:00,24.31470976533798
2024-09-25 01:10:00,24.859953498252843
2024-09-25 01:20:00,24.860283157409345
2024-09-25 01:30:00,21.213294149796987
2024-09-25 01:40:00,23.292189974692008
2024-09-25 01:50:00,23.450806838094294
2024-09-25 02:00:00,23.567107964617797
2024-09-25 02:10:00,22.992574799719335
2024-09-25 02:20:00,20.973609141339207
2024-09-25 02:30:00,22.72165360474216
2024-09-25 02:40:00,24.574321563248517
2024-09-25 02:50:00,20.456029192002923
2024-09-25 03:00:00,22.404704008018182
2024-09-25 03:10:00,20.666467371955214
2024-09-25 03:20:00,23.24512040446605
2024-09-25 03:30:00,22.80558462615007
2024-09-25 03:40:00,23.063804348607828
2024-09-25 03:50:00,24.8900008295128
2024-09-25 04:00:00,23.533736784382462
2024-09-25 04:10:00,23.650656872978367
2024-09-25 04:20:00,24.297429096252237
2024-09-25 04:30:00,22.738544183485107
2024-09-25 04:40:00,23.976404713615125
2024-09-25 04:50:00,23.21946383595808
2024-09-25 05:00:00,24.345665011270626
2024-09-25 05:10:00,24.426049188490786
2024-09-25 05:20:00,20.75629042097701
2024-09-25 05:30:00,21.40393337103726
2024-09-25 05:40:00,23.278687377004836
2024-09-25 05:50:00,22.83825828541994
2024-09-25 06:00:00,31.58309188777335
2024-09-25 06:10:00,31.470602261097486
2024-09-25 06:20:00,26.44580457259477
2024-09-25 06:30:00,31.580880227755564
2024-09-25 06:40:00,34.959575656232765
2024-09-25 06:50:00,26.88642161733599
2024-09-25 07:00:00,30.68935017438294
2024-09-25 07:10:00,25.624595078208703
2024-09-25 07:20:00,30.54561205860829
2024-09-25 07:30:00,34.09888768552419
2024-09-25 07:40:00,34.96438456672417
2024-09-25 07:50:00,26.402821562051034
2024-09-25 08:00:00,30.11967271256828
2024-09-25 08:10:00,32.18460299341944
2024-09-25 08:20:00,34.97420347696035
2024-09-25 08:30:00,28.23549973216902
2024-09-25 08:40:00,31.795293317286657
2024-09-25 08:50:00,32.70463543351006
2024-09-25 09:00:00,31.08119742719299
2024-09-25 09:10:00,33.86842507545527
2024-09-25 09:20:00,31.75366259722626
2024-09-25 09:30:00,34.85966228178502
2024-09-25 09:40:00,27.360371083509985
2024-09-25 09:50:00,27.159304482705842
2024-09-25 10:00:00,29.34653511094772
2024-09-25 10:10:00,25.188067036672493
2024-09-25 10:20:00,34.80377401936721
2024-09-25 10:30:00,26.09294984693816
2024-09-25 10:40:00,30.774285334457904
2024-09-25 10:50:00,26.294048873230913
2024-09-25 11:00:00,25.5781894426661
2024-09-25 11:10:00,34.67299117488591
2024-09-25 11:20:00,33.004604165635804
2024-09-25 11:30:00,25.882765190022962
2024-09-25 11:40:00,30.18758080365304
2024-09-25 11:50:00,27.635600655688187
2024-09-25 12:00:00,32.22833193241995
2024-09-25 12:10:00,30.924058335987905
2024-09-25 12:20:00,29.675738129358813
